country,year,pop,continent,lifeExp,gdpPercap
Kurt Wagner,201808,139,Other,0.98,10
Levi Sumagaysay,201711,2,Other,0.97,30
Levi Sumagaysay,201712,8,Other,0.57,36.66666667
Levi Sumagaysay,201801,21,Other,0.53,24.61538462
Levi Sumagaysay,201802,30,Other,0.29,36.66666667
Levi Sumagaysay,201803,44,Other,0.48,38.57142857
Levi Sumagaysay,201804,63,Other,0.66,26.84210526
Levi Sumagaysay,201805,76,Other,0.06,22.30769231
Levi Sumagaysay,201806,80,Other,0.81,50
Levi Sumagaysay,201807,89,Other,0.07,23.33333333
Levi Sumagaysay,201808,91,Other,0.97,30
Lisa Durand,201803,49,Dispatch Tribunal,0.16,10
Lisa Durand,201804,67,Dispatch Tribunal,0.68,10
Lisa Durand,201805,69,Dispatch Tribunal,0.18,10
Lisa Durand,201806,75,Dispatch Tribunal,0.17,10
Lisa Durand,201807,81,Dispatch Tribunal,0.47,10
Lucas Nolan,201711,3,Breitbart,0.93,50
Lucas Nolan,201712,7,Breitbart,0.58,50
Lucas Nolan,201801,16,Breitbart,0.92,50
Lucas Nolan,201802,26,Breitbart,0.96,50
Lucas Nolan,201803,60,Breitbart,0.53,50
Lucas Nolan,201804,87,Breitbart,0.14,50
Lucas Nolan,201805,102,Breitbart,0.79,50
Lucas Nolan,201806,112,Breitbart,0.56,49
Lucas Nolan,201807,127,Breitbart,0.05,50
Lucas Nolan,201808,132,Breitbart,0.61,50
Luke Stangel,201710,2,Biz Journals,0.88,10
Luke Stangel,201711,4,Biz Journals,0.15,10
Luke Stangel,201712,7,Biz Journals,0.09,10
Luke Stangel,201801,11,Biz Journals,0.33,10
Luke Stangel,201802,18,Biz Journals,0.93,10
Luke Stangel,201803,22,Biz Journals,0.23,10
Luke Stangel,201804,32,Biz Journals,0.31,9
Luke Stangel,201805,36,Biz Journals,0.03,7.5
Luke Stangel,201806,46,Biz Journals,0.65,2
Luke Stangel,201807,54,Biz Journals,0.95,10
Mae Anderson,201803,54,Other,0.30,12.96296296
Mae Anderson,201804,116,Other,0.96,13.87096774
Mae Anderson,201805,150,Other,0.82,11.76470588
Mae Anderson,201806,152,Other,0.96,10
Mae Anderson,201807,156,Other,0.09,10
Mae Anderson,201803,54,Other,0.72,12.96296296
Mae Anderson,201804,116,Other,0.79,13.87096774
Mae Anderson,201805,150,Other,0.82,11.76470588
Mae Anderson,201806,152,Other,0.93,10
Mae Anderson,201807,156,Other,0.43,10
Mandy Boone,201803,31,Stock News Times,0.96,10
Mandy Boone,201804,54,Stock News Times,0.53,10
Mandy Boone,201805,72,Stock News Times,0.69,10
Mandy Boone,201806,107,Stock News Times,0.29,10
Mandy Boone,201807,109,Stock News Times,0.99,10
Margi Murphy,201711,2,Other,0.68,10
Margi Murphy,201712,9,Other,0.51,10
Margi Murphy,201801,17,Other,0.33,8.75
Margi Murphy,201802,26,Other,0.13,10
Margi Murphy,201803,30,Other,0.34,10
Margi Murphy,201804,40,Other,0.90,9
Margi Murphy,201805,49,Other,0.09,10
Margi Murphy,201806,52,Other,0.91,10
Margi Murphy,201807,63,Other,0.35,9.090909091
Margi Murphy,201808,64,Other,0.71,10
Mark Wycislik-wilson,201710,1,Other,0.11,10
Mark Wycislik-wilson,201711,9,Other,0.70,10
Mark Wycislik-wilson,201712,15,Other,0.92,10
Mark Wycislik-wilson,201801,23,Other,0.27,10
Mark Wycislik-wilson,201802,28,Other,0.18,10
Mark Wycislik-wilson,201803,49,Other,0.03,10
Mark Wycislik-wilson,201804,66,Other,0.19,10
Mark Wycislik-wilson,201805,73,Other,0.00,10
Mark Wycislik-wilson,201806,79,Other,0.90,10
Mark Wycislik-wilson,201807,84,Other,0.28,10
Mark Wycislik-wilson,201808,89,Other,0.69,10
Marlize Van Romburgh,201801,2,Biz Journals,0.40,10
Marlize Van Romburgh,201802,20,Biz Journals,0.97,10
Marlize Van Romburgh,201803,29,Biz Journals,0.27,6.666666667
Marlize Van Romburgh,201804,33,Biz Journals,0.57,5
Marlize Van Romburgh,201805,39,Biz Journals,0.84,8.333333333
Marlize Van Romburgh,201806,40,Biz Journals,0.17,10
Marlize Van Romburgh,201807,50,Biz Journals,0.35,7
Max A. Cherney,201710,4,Market Watch,0.91,10
Max A. Cherney,201711,7,Market Watch,0.84,10
Max A. Cherney,201712,11,Market Watch,0.10,10
Max A. Cherney,201801,18,Market Watch,0.67,10
Max A. Cherney,201802,21,Market Watch,0.94,10
Max A. Cherney,201803,34,Market Watch,0.60,10
Max A. Cherney,201804,45,Market Watch,0.65,10
Max A. Cherney,201805,46,Market Watch,0.92,10
Max A. Cherney,201806,49,Market Watch,0.21,10
Max A. Cherney,201807,60,Market Watch,0.25,10
Max A. Cherney,201808,65,Market Watch,0.76,10
Michael Grothaus,201711,3,Fast Company,0.60,10
Michael Grothaus,201712,9,Fast Company,0.05,10
Michael Grothaus,201801,14,Fast Company,0.72,6
Michael Grothaus,201802,21,Fast Company,0.55,7.142857143
Michael Grothaus,201803,35,Fast Company,0.63,8.571428571
Michael Grothaus,201804,59,Fast Company,0.90,8.75
Michael Grothaus,201805,68,Fast Company,0.09,10
Michael Grothaus,201806,78,Fast Company,0.17,10
Michael Grothaus,201807,81,Fast Company,0.91,10
Michelle Castillo,201711,3,CNBC,0.42,10
Michelle Castillo,201712,6,CNBC,0.30,10
Michelle Castillo,201801,12,CNBC,0.71,10
Michelle Castillo,201802,14,CNBC,0.68,10
Michelle Castillo,201803,23,CNBC,0.13,8.888888889
Michelle Castillo,201804,37,CNBC,0.55,10
Michelle Castillo,201805,43,CNBC,0.42,16.66666667
Michelle Castillo,201806,50,CNBC,0.05,15.71428571
Michelle Castillo,201807,62,CNBC,0.39,9.166666667
Michelle Castillo,201808,63,CNBC,0.41,10
Mickey Rousseau,201803,47,Dispatch Tribunal,0.81,9.787234043
Mickey Rousseau,201804,63,Dispatch Tribunal,0.69,9.375
Mickey Rousseau,201805,73,Dispatch Tribunal,0.86,10
Mickey Rousseau,201806,80,Dispatch Tribunal,0.41,10
Mickey Rousseau,201807,88,Dispatch Tribunal,0.18,10
Mickey Rousseau,201808,89,Dispatch Tribunal,0.98,0
Motley Fool,201711,9,Other,0.05,10
Motley Fool,201712,19,Other,0.77,10
Motley Fool,201801,33,Other,0.16,10
Motley Fool,201802,47,Other,0.48,10
Motley Fool,201803,67,Other,0.76,10
Motley Fool,201804,88,Other,0.72,9.523809524
Motley Fool,201805,110,Other,0.54,10
Motley Fool,201806,137,Other,0.52,9.62962963
Motley Fool,201807,154,Other,0.36,9.411764706
Motley Fool,201808,162,Other,0.46,8.75
Natasha Lomas,201711,3,TechCrunch,0.20,10
Natasha Lomas,201712,5,TechCrunch,0.01,10
Natasha Lomas,201801,16,TechCrunch,0.24,10
Natasha Lomas,201802,20,TechCrunch,0.43,10
Natasha Lomas,201803,31,TechCrunch,0.34,10
Natasha Lomas,201804,51,TechCrunch,0.89,10
Natasha Lomas,201805,61,TechCrunch,0.41,10
Natasha Lomas,201806,64,TechCrunch,0.93,10
Natasha Lomas,201807,69,TechCrunch,0.67,10
Nick Statt,201711,4,Other,0.84,10
Nick Statt,201712,8,Other,0.20,10
Nick Statt,201801,10,Other,0.30,10
Nick Statt,201802,13,Other,0.92,10
Nick Statt,201803,23,Other,0.27,10
Nick Statt,201804,31,Other,0.18,10
Nick Statt,201805,36,Other,0.30,10
Nick Statt,201806,39,Other,0.90,10
Nick Statt,201807,51,Other,0.16,10
Nick Statt,201808,52,Other,0.79,10
Nicole Wilson,201803,37,The Ledger Gazette,0.03,10
Nicole Wilson,201804,76,The Ledger Gazette,0.23,10
Nicole Wilson,201805,96,The Ledger Gazette,0.90,10
Nicole Wilson,201806,113,The Ledger Gazette,0.11,10
Nicole Wilson,201807,117,The Ledger Gazette,0.52,10
Phillip Tracy,201711,3,Other,0.49,10
Phillip Tracy,201712,9,Other,0.67,10
Phillip Tracy,201801,17,Other,0.71,10
Phillip Tracy,201802,25,Other,0.59,10
Phillip Tracy,201803,38,Other,0.77,9.230769231
Phillip Tracy,201804,58,Other,0.73,10
Phillip Tracy,201805,73,Other,0.02,10
Phillip Tracy,201806,76,Other,0.19,10
Rachel Kaser,201711,4,Other,0.90,10
Rachel Kaser,201712,10,Other,0.71,10
Rachel Kaser,201801,15,Other,0.11,10
Rachel Kaser,201802,17,Other,0.86,10
Rachel Kaser,201803,23,Other,0.04,10
Rachel Kaser,201804,31,Other,0.32,10
Rachel Kaser,201805,43,Other,0.32,10
Rachel Kaser,201806,53,Other,0.50,10
Rachel Kaser,201807,61,Other,0.76,10
Rachel Kaser,201808,67,Other,0.72,10
Richard Nieva,201710,1,CNET,0.98,10
Richard Nieva,201711,7,CNET,0.77,10
Richard Nieva,201712,12,CNET,0.94,10
Richard Nieva,201801,20,CNET,0.21,10
Richard Nieva,201802,26,CNET,0.57,6.666666667
Richard Nieva,201803,46,CNET,0.55,10
Richard Nieva,201804,69,CNET,0.83,10
Richard Nieva,201805,75,CNET,0.26,8.333333333
Richard Nieva,201806,91,CNET,0.44,10
Richard Nieva,201807,104,CNET,0.41,8.461538462
Richard Nieva,201808,109,CNET,0.53,10
Rob Logan,201803,38,The Ledger Gazette,0.54,10
Rob Logan,201804,83,The Ledger Gazette,0.55,10
Rob Logan,201805,139,The Ledger Gazette,0.96,10
Rob Logan,201806,163,The Ledger Gazette,0.75,10
Rob Logan,201807,175,The Ledger Gazette,0.83,10
Rob Price,201711,3,Business Insider,0.33,10
Rob Price,201712,10,Business Insider,0.37,10
Rob Price,201801,27,Business Insider,0.47,10
Rob Price,201802,29,Business Insider,0.63,10
Rob Price,201803,35,Business Insider,0.11,10
Rob Price,201804,86,Business Insider,0.30,10
Rob Price,201805,107,Business Insider,0.59,10
Rob Price,201806,126,Business Insider,0.58,10
Rob Price,201807,161,Business Insider,0.76,10
Rob Price,201808,170,Business Insider,0.68,8.888888889
Rob Thubron,201710,1,Other,0.73,10
Rob Thubron,201711,7,Other,0.80,10
Rob Thubron,201712,13,Other,0.70,10
Rob Thubron,201801,18,Other,0.50,10
Rob Thubron,201802,20,Other,0.29,10
Rob Thubron,201803,29,Other,0.51,10
Rob Thubron,201804,37,Other,0.87,10
Rob Thubron,201805,44,Other,0.61,10
Rob Thubron,201806,52,Other,0.10,10
Rob Thubron,201807,54,Other,0.02,10
Ryan Nakashima,201712,7,Other,0.18,14.28571429
Ryan Nakashima,201803,46,Other,0.96,12.82051282
Ryan Nakashima,201804,64,Other,0.60,9.444444444
Ryan Nakashima,201807,68,Other,0.90,20
Sabrina I. Pacifici,201710,1,Other,0.27,10
Sabrina I. Pacifici,201711,4,Other,0.22,10
Sabrina I. Pacifici,201712,10,Other,0.39,10
Sabrina I. Pacifici,201801,14,Other,0.20,10
Sabrina I. Pacifici,201802,15,Other,0.62,10
Sabrina I. Pacifici,201803,28,Other,0.28,9.230769231
Sabrina I. Pacifici,201804,41,Other,0.22,9.230769231
Sabrina I. Pacifici,201805,46,Other,0.60,10
Sabrina I. Pacifici,201806,53,Other,0.14,10
Sabrina I. Pacifici,201807,59,Other,0.21,10
Sally Masters,201803,44,Stock News Times,0.30,10
Sally Masters,201804,75,Stock News Times,0.53,10
Sally Masters,201805,96,Stock News Times,0.97,10
Sally Masters,201806,108,Stock News Times,0.14,10
Saqib Shah,201801,1,Other,0.95,10
Saqib Shah,201802,9,Other,0.19,10
Saqib Shah,201803,62,Other,0.18,9.811320755
Saqib Shah,201804,94,Other,0.10,10
Saqib Shah,201805,119,Other,0.80,10
Saqib Shah,201806,136,Other,0.79,10
Saqib Shah,201807,156,Other,0.83,10
Saqib Shah,201808,171,Other,0.24,10
Sara Salinas,201711,3,CNBC,0.95,10
Sara Salinas,201712,9,CNBC,0.38,10
Sara Salinas,201801,12,CNBC,0.76,10
Sara Salinas,201802,15,CNBC,0.46,10
Sara Salinas,201803,27,CNBC,0.35,10
Sara Salinas,201804,39,CNBC,0.30,10
Sara Salinas,201805,53,CNBC,0.91,10
Sara Salinas,201806,61,CNBC,0.30,10
Sara Salinas,201807,67,CNBC,0.74,10
Sara Salinas,201808,71,CNBC,0.65,10
Sarah Frier,201710,6,Bloomberg,0.29,16.66666667
Sarah Frier,201711,9,Bloomberg,0.45,23.33333333
Sarah Frier,201712,11,Bloomberg,0.66,10
Sarah Frier,201801,20,Bloomberg,0.86,23.33333333
Sarah Frier,201802,33,Bloomberg,0.36,25.38461538
Sarah Frier,201803,63,Bloomberg,0.35,18.66666667
Sarah Frier,201804,125,Bloomberg,0.56,11.12903226
Sarah Frier,201805,148,Bloomberg,0.65,15.2173913
Sarah Frier,201806,163,Bloomberg,0.11,17.33333333
Sarah Frier,201807,184,Bloomberg,0.05,10
Sarah Frier,201808,188,Bloomberg,0.50,10
Sarah Perez,201711,4,TechCrunch,0.35,10
Sarah Perez,201712,11,TechCrunch,0.80,10
Sarah Perez,201801,14,TechCrunch,0.76,10
Sarah Perez,201802,21,TechCrunch,0.28,10
Sarah Perez,201803,24,TechCrunch,0.50,10
Sarah Perez,201804,31,TechCrunch,0.62,10
Sarah Perez,201805,40,TechCrunch,0.87,10
Sarah Perez,201806,45,TechCrunch,0.39,10
Sarah Perez,201807,49,TechCrunch,0.70,10
Sarah Perez,201808,53,TechCrunch,0.03,10
Sean Keach,201801,22,Other,0.37,10
Sean Keach,201802,39,Other,0.49,10
Sean Keach,201803,83,Other,0.76,10
Sean Keach,201804,116,Other,0.37,10
Sean Keach,201805,127,Other,0.82,10
Sean Keach,201806,155,Other,0.75,10
Sean Keach,201807,167,Other,0.39,10
Sean Keach,201808,172,Other,0.99,10
Sebastian Weber,201803,38,The Ledger Gazette,0.26,10
Sebastian Weber,201804,68,The Ledger Gazette,0.81,10
Sebastian Weber,201805,97,The Ledger Gazette,1.00,9.655172414
Sebastian Weber,201806,107,The Ledger Gazette,0.84,10
Sebastian Weber,201807,115,The Ledger Gazette,0.19,10
Seung Lee,201803,7,Other,0.43,32.85714286
Seung Lee,201804,26,Other,0.71,22.63157895
Seung Lee,201805,35,Other,0.19,23.33333333
Seung Lee,201806,43,Other,0.65,30
Seung Lee,201807,51,Other,0.73,25
Shawn Bailey,201803,49,Stock News Times,0.86,10
Shawn Bailey,201804,90,Stock News Times,0.73,10
Shawn Bailey,201805,133,Stock News Times,0.99,9.76744186
Shawn Bailey,201806,159,Stock News Times,0.11,10
Sheera Frenkel,201711,3,Other,0.40,23.33333333
Sheera Frenkel,201801,8,Other,0.85,10
Sheera Frenkel,201802,12,Other,0.01,10
Sheera Frenkel,201803,27,Other,0.76,10
Sheera Frenkel,201804,36,Other,0.93,10
Sheera Frenkel,201805,45,Other,0.55,14.44444444
Sheera Frenkel,201806,56,Other,0.52,9.090909091
Sheera Frenkel,201807,66,Other,0.04,10
Sheera Frenkel,201808,69,Other,0.71,10
Shira Ovide,201711,5,Bloomberg,0.52,34
Shira Ovide,201712,7,Bloomberg,0.30,30
Shira Ovide,201801,25,Bloomberg,0.85,23.33333333
Shira Ovide,201802,30,Bloomberg,0.02,34
Shira Ovide,201803,38,Bloomberg,0.24,35
Shira Ovide,201804,50,Bloomberg,0.45,23.33333333
Shira Ovide,201805,55,Bloomberg,0.75,34
Shira Ovide,201806,64,Bloomberg,0.00,23.33333333
Shira Ovide,201807,72,Bloomberg,0.09,25
Shona Ghosh,201711,1,Business Insider,0.73,10
Shona Ghosh,201712,12,Business Insider,0.10,10
Shona Ghosh,201801,18,Business Insider,0.57,10
Shona Ghosh,201802,19,Business Insider,0.90,10
Shona Ghosh,201803,38,Business Insider,0.27,10
Shona Ghosh,201804,68,Business Insider,0.46,10
Shona Ghosh,201805,81,Business Insider,0.02,10
Shona Ghosh,201806,87,Business Insider,0.73,10
Shona Ghosh,201807,98,Business Insider,0.59,10
Stan Pace,201803,33,Stock News Times,0.22,10
Stan Pace,201804,49,Stock News Times,0.93,10
Stan Pace,201805,82,Stock News Times,0.74,10
Stan Pace,201806,108,Stock News Times,0.53,10
Stan Pace,201807,109,Stock News Times,0.34,10
Steven Musil,201710,2,CNET,0.83,10
Steven Musil,201712,6,CNET,0.26,10
Steven Musil,201801,8,CNET,0.82,10
Steven Musil,201802,13,CNET,0.95,10
Steven Musil,201803,22,CNET,0.03,10
Steven Musil,201804,35,CNET,0.20,10
Steven Musil,201805,40,CNET,0.49,10
Steven Musil,201806,50,CNET,0.16,10
Steven Musil,201807,55,CNET,0.62,10
Tatum Peregrin,201803,27,The Ledger Gazette,0.85,10
Tatum Peregrin,201804,59,The Ledger Gazette,0.59,10
Tatum Peregrin,201805,101,The Ledger Gazette,0.10,10
Tatum Peregrin,201806,135,The Ledger Gazette,0.45,10
Tatum Peregrin,201807,142,The Ledger Gazette,0.55,10
Todd Spangler,201710,1,Other,0.05,10
Todd Spangler,201711,10,Other,0.85,10
Todd Spangler,201712,13,Other,0.65,10
Todd Spangler,201801,21,Other,0.28,10
Todd Spangler,201802,24,Other,0.25,10
Todd Spangler,201803,41,Other,0.07,9.411764706
Todd Spangler,201804,61,Other,0.29,10
Todd Spangler,201805,73,Other,0.60,10
Todd Spangler,201806,84,Other,0.06,10
Todd Spangler,201807,96,Other,0.18,10
Todd Spangler,201808,98,Other,0.84,10
Tony Romm,201710,5,The Washington Post,0.87,10
Tony Romm,201711,11,The Washington Post,0.12,10
Tony Romm,201712,13,The Washington Post,0.49,10
Tony Romm,201801,20,The Washington Post,0.44,10
Tony Romm,201803,26,The Washington Post,0.33,10
Tony Romm,201804,40,The Washington Post,0.35,10
Tony Romm,201805,64,The Washington Post,0.44,12.91666667
Tony Romm,201806,85,The Washington Post,0.13,9.047619048
Tony Romm,201807,92,The Washington Post,0.77,10
Troy Wolverton,201801,10,Business Insider,0.57,9
Troy Wolverton,201802,11,Business Insider,0.42,10
Troy Wolverton,201803,13,Business Insider,0.89,10
Troy Wolverton,201804,41,Business Insider,0.95,10
Troy Wolverton,201805,44,Business Insider,0.42,10
Troy Wolverton,201806,50,Business Insider,0.08,10
Troy Wolverton,201807,53,Business Insider,0.82,10
Tyler Durden,201711,5,Other,0.63,10
Tyler Durden,201712,10,Other,0.47,10
Tyler Durden,201801,20,Other,0.62,10
Tyler Durden,201802,22,Other,0.98,10
Tyler Durden,201803,53,Other,0.79,9.032258065
Tyler Durden,201804,71,Other,0.25,9.444444444
Tyler Durden,201805,82,Other,0.69,10
Tyler Durden,201806,88,Other,0.08,10
Tyler Durden,201807,97,Other,0.42,10
Tyler Durden,201808,99,Other,0.67,10
Tyler Lee,201710,2,Other,0.62,10
Tyler Lee,201711,8,Other,0.62,10
Tyler Lee,201712,24,Other,0.16,10
Tyler Lee,201801,29,Other,0.67,10
Tyler Lee,201802,38,Other,0.64,10
Tyler Lee,201803,51,Other,0.09,10
Tyler Lee,201804,76,Other,0.56,10
Tyler Lee,201805,87,Other,0.99,10
Tyler Lee,201806,99,Other,0.14,10
Tyler Lee,201807,103,Other,0.55,10
Tyler Lee,201808,105,Other,0.83,10
Xavier Holt,201803,43,Dispatch Tribunal,0.89,9.76744186
Xavier Holt,201804,56,Dispatch Tribunal,0.93,10
Xavier Holt,201805,63,Dispatch Tribunal,1.00,10
Xavier Holt,201806,67,Dispatch Tribunal,0.57,10
Xavier Holt,201807,78,Dispatch Tribunal,0.88,10
Xavier Holt,201808,80,Dispatch Tribunal,0.33,10
