country,year,pop,continent,lifeExp,gdpPercap
Karrishma.modhy@zeedigital.esselgroup.com,201805,37,Other,-3.777777778,10
Karrishma.modhy@zeedigital.esselgroup.com,201806,59,Other,-2.772727273,10
Karrishma.modhy@zeedigital.esselgroup.com,201807,64,Other,-7.8,10
Karrishma.modhy@zeedigital.esselgroup.com,201808,72,Other,-6.125,10
Kerry Flynn,201710,4,Mashable,-6.5,10
Kerry Flynn,201711,15,Mashable,-1.090909091,10
Kerry Flynn,201712,30,Mashable,-2,10
Kerry Flynn,201801,41,Mashable,-0.181818182,10
Kerry Flynn,201802,47,Mashable,-2.166666667,10
Kerry Flynn,201803,56,Mashable,-2.555555556,10
Kerry Flynn,201804,59,Mashable,-4.666666667,10
Kerry Flynn,201805,61,Mashable,4.5,10
Kerry Flynn,201806,62,Mashable,2,10
Kerry Flynn,201807,65,Mashable,-11,10
Kurt Wagner,201710,3,Other,-7,10
Kurt Wagner,201711,10,Other,-4,10
Kurt Wagner,201712,20,Other,-0.9,10
Kurt Wagner,201801,35,Other,-1.333333333,10
Kurt Wagner,201802,46,Other,-3.636363636,10
Kurt Wagner,201803,74,Other,-7.107142857,10
Kurt Wagner,201804,94,Other,-5.5,10
Kurt Wagner,201805,113,Other,-3.210526316,10
Kurt Wagner,201806,126,Other,-3.692307692,10
Kurt Wagner,201807,137,Other,-8.909090909,10
Kurt Wagner,201808,139,Other,-7,10
Levi Sumagaysay,201711,2,Other,-2,30
Levi Sumagaysay,201712,8,Other,-7,36.66666667
Levi Sumagaysay,201801,21,Other,-6.846153846,24.61538462
Levi Sumagaysay,201802,30,Other,-8.222222222,36.66666667
Levi Sumagaysay,201803,44,Other,-7.857142857,38.57142857
Levi Sumagaysay,201804,63,Other,-4.736842105,26.84210526
Levi Sumagaysay,201805,76,Other,-6.923076923,22.30769231
Levi Sumagaysay,201806,80,Other,-2.5,50
Levi Sumagaysay,201807,89,Other,-3,23.33333333
Levi Sumagaysay,201808,91,Other,-20.5,30
Lisa Durand,201803,49,Dispatch Tribunal,-1.081632653,10
Lisa Durand,201804,67,Dispatch Tribunal,-0.166666667,10
Lisa Durand,201805,69,Dispatch Tribunal,4,10
Lisa Durand,201806,75,Dispatch Tribunal,2.166666667,10
Lisa Durand,201807,81,Dispatch Tribunal,2,10
Lucas Nolan,201711,3,Breitbart,-17.66666667,50
Lucas Nolan,201712,7,Breitbart,-9.75,50
Lucas Nolan,201801,16,Breitbart,-2.666666667,50
Lucas Nolan,201802,26,Breitbart,-6.9,50
Lucas Nolan,201803,60,Breitbart,-6.852941176,50
Lucas Nolan,201804,87,Breitbart,-9.037037037,50
Lucas Nolan,201805,102,Breitbart,-6.666666667,50
Lucas Nolan,201806,112,Breitbart,-5.6,49
Lucas Nolan,201807,127,Breitbart,-9.8,50
Lucas Nolan,201808,132,Breitbart,-14,50
Luke Stangel,201710,2,Biz Journals,-5,10
Luke Stangel,201711,4,Biz Journals,1.5,10
Luke Stangel,201712,7,Biz Journals,-4.666666667,10
Luke Stangel,201801,11,Biz Journals,-13.5,10
Luke Stangel,201802,18,Biz Journals,-2.857142857,10
Luke Stangel,201803,22,Biz Journals,1,10
Luke Stangel,201804,32,Biz Journals,-1.3,9
Luke Stangel,201805,36,Biz Journals,-2.25,7.5
Luke Stangel,201806,46,Biz Journals,-0.8,2
Luke Stangel,201807,54,Biz Journals,-0.625,10
Mae Anderson,201803,54,Other,-10.25925926,12.96296296
Mae Anderson,201804,116,Other,-5.677419355,13.87096774
Mae Anderson,201805,150,Other,-12.35294118,11.76470588
Mae Anderson,201806,152,Other,1,10
Mae Anderson,201807,156,Other,-11.5,10
Mae Anderson,201803,54,Other,-10.25925926,12.96296296
Mae Anderson,201804,116,Other,-5.677419355,13.87096774
Mae Anderson,201805,150,Other,-12.35294118,11.76470588
Mae Anderson,201806,152,Other,1,10
Mae Anderson,201807,156,Other,-11.5,10
Mandy Boone,201803,31,Stock News Times,-0.580645161,10
Mandy Boone,201804,54,Stock News Times,-0.47826087,10
Mandy Boone,201805,72,Stock News Times,1.944444444,10
Mandy Boone,201806,107,Stock News Times,1.428571429,10
Mandy Boone,201807,109,Stock News Times,-0.5,10
Margi Murphy,201711,2,Other,-2.5,10
Margi Murphy,201712,9,Other,-3.428571429,10
Margi Murphy,201801,17,Other,-3.125,8.75
Margi Murphy,201802,26,Other,-1.444444444,10
Margi Murphy,201803,30,Other,-1.75,10
Margi Murphy,201804,40,Other,-3.1,9
Margi Murphy,201805,49,Other,-3.222222222,10
Margi Murphy,201806,52,Other,-2.666666667,10
Margi Murphy,201807,63,Other,-7.090909091,9.090909091
Margi Murphy,201808,64,Other,-1,10
Mark Wycislik-wilson,201710,1,Other,1,10
Mark Wycislik-wilson,201711,9,Other,-2.75,10
Mark Wycislik-wilson,201712,15,Other,-2.5,10
Mark Wycislik-wilson,201801,23,Other,0.125,10
Mark Wycislik-wilson,201802,28,Other,-4,10
Mark Wycislik-wilson,201803,49,Other,-3.380952381,10
Mark Wycislik-wilson,201804,66,Other,-4.529411765,10
Mark Wycislik-wilson,201805,73,Other,0.142857143,10
Mark Wycislik-wilson,201806,79,Other,-5.666666667,10
Mark Wycislik-wilson,201807,84,Other,-6,10
Mark Wycislik-wilson,201808,89,Other,1,10
Marlize Van Romburgh,201801,2,Biz Journals,-4.5,10
Marlize Van Romburgh,201802,20,Biz Journals,-5.055555556,10
Marlize Van Romburgh,201803,29,Biz Journals,-4.555555556,6.666666667
Marlize Van Romburgh,201804,33,Biz Journals,-2,5
Marlize Van Romburgh,201805,39,Biz Journals,-1.5,8.333333333
Marlize Van Romburgh,201806,40,Biz Journals,-1,10
Marlize Van Romburgh,201807,50,Biz Journals,0.2,7
Max A. Cherney,201710,4,Market Watch,-1.5,10
Max A. Cherney,201711,7,Market Watch,1,10
Max A. Cherney,201712,11,Market Watch,-2,10
Max A. Cherney,201801,18,Market Watch,-1.571428571,10
Max A. Cherney,201802,21,Market Watch,-5.333333333,10
Max A. Cherney,201803,34,Market Watch,-4.153846154,10
Max A. Cherney,201804,45,Market Watch,-5.636363636,10
Max A. Cherney,201805,46,Market Watch,-11,10
Max A. Cherney,201806,49,Market Watch,0.333333333,10
Max A. Cherney,201807,60,Market Watch,-1.727272727,10
Max A. Cherney,201808,65,Market Watch,-7.4,10
Michael Grothaus,201711,3,Fast Company,-1.333333333,10
Michael Grothaus,201712,9,Fast Company,-1.5,10
Michael Grothaus,201801,14,Fast Company,0,6
Michael Grothaus,201802,21,Fast Company,-0.285714286,7.142857143
Michael Grothaus,201803,35,Fast Company,-2.071428571,8.571428571
Michael Grothaus,201804,59,Fast Company,-2.333333333,8.75
Michael Grothaus,201805,68,Fast Company,-6.444444444,10
Michael Grothaus,201806,78,Fast Company,-0.3,10
Michael Grothaus,201807,81,Fast Company,-1,10
Michelle Castillo,201711,3,CNBC,-0.333333333,10
Michelle Castillo,201712,6,CNBC,0,10
Michelle Castillo,201801,12,CNBC,-2.666666667,10
Michelle Castillo,201802,14,CNBC,-2,10
Michelle Castillo,201803,23,CNBC,-2.444444444,8.888888889
Michelle Castillo,201804,37,CNBC,-9.214285714,10
Michelle Castillo,201805,43,CNBC,-4.333333333,16.66666667
Michelle Castillo,201806,50,CNBC,0.285714286,15.71428571
Michelle Castillo,201807,62,CNBC,-6.916666667,9.166666667
Michelle Castillo,201808,63,CNBC,2,10
Mickey Rousseau,201803,47,Dispatch Tribunal,-0.914893617,9.787234043
Mickey Rousseau,201804,63,Dispatch Tribunal,-0.0625,9.375
Mickey Rousseau,201805,73,Dispatch Tribunal,1.7,10
Mickey Rousseau,201806,80,Dispatch Tribunal,1.285714286,10
Mickey Rousseau,201807,88,Dispatch Tribunal,1.5,10
Mickey Rousseau,201808,89,Dispatch Tribunal,3,0
Motley Fool,201711,9,Other,2.333333333,10
Motley Fool,201712,19,Other,6.5,10
Motley Fool,201801,33,Other,-1,10
Motley Fool,201802,47,Other,5.714285714,10
Motley Fool,201803,67,Other,-3.6,10
Motley Fool,201804,88,Other,0.952380952,9.523809524
Motley Fool,201805,110,Other,1.454545455,10
Motley Fool,201806,137,Other,0.851851852,9.62962963
Motley Fool,201807,154,Other,4,9.411764706
Motley Fool,201808,162,Other,4.75,8.75
Natasha Lomas,201711,3,TechCrunch,-12,10
Natasha Lomas,201712,5,TechCrunch,-14.5,10
Natasha Lomas,201801,16,TechCrunch,-12.90909091,10
Natasha Lomas,201802,20,TechCrunch,-17.5,10
Natasha Lomas,201803,31,TechCrunch,-25.54545455,10
Natasha Lomas,201804,51,TechCrunch,-25.65,10
Natasha Lomas,201805,61,TechCrunch,-21.6,10
Natasha Lomas,201806,64,TechCrunch,-66.33333333,10
Natasha Lomas,201807,69,TechCrunch,-21.6,10
Nick Statt,201711,4,Other,-7.25,10
Nick Statt,201712,8,Other,-5.5,10
Nick Statt,201801,10,Other,-4,10
Nick Statt,201802,13,Other,-7.666666667,10
Nick Statt,201803,23,Other,-9.5,10
Nick Statt,201804,31,Other,-3.625,10
Nick Statt,201805,36,Other,-5,10
Nick Statt,201806,39,Other,-5,10
Nick Statt,201807,51,Other,-10.16666667,10
Nick Statt,201808,52,Other,2,10
Nicole Wilson,201803,37,The Ledger Gazette,-1.432432432,10
Nicole Wilson,201804,76,The Ledger Gazette,-0.769230769,10
Nicole Wilson,201805,96,The Ledger Gazette,1.2,10
Nicole Wilson,201806,113,The Ledger Gazette,1.823529412,10
Nicole Wilson,201807,117,The Ledger Gazette,1.25,10
Phillip Tracy,201711,3,Other,-3,10
Phillip Tracy,201712,9,Other,-9.166666667,10
Phillip Tracy,201801,17,Other,-7,10
Phillip Tracy,201802,25,Other,-3.375,10
Phillip Tracy,201803,38,Other,-8,9.230769231
Phillip Tracy,201804,58,Other,-9.65,10
Phillip Tracy,201805,73,Other,-7.533333333,10
Phillip Tracy,201806,76,Other,-5,10
Rachel Kaser,201711,4,Other,-0.25,10
Rachel Kaser,201712,10,Other,-1.333333333,10
Rachel Kaser,201801,15,Other,-5.2,10
Rachel Kaser,201802,17,Other,-2,10
Rachel Kaser,201803,23,Other,-4.5,10
Rachel Kaser,201804,31,Other,-3.25,10
Rachel Kaser,201805,43,Other,-2.416666667,10
Rachel Kaser,201806,53,Other,-2.7,10
Rachel Kaser,201807,61,Other,-7.5,10
Rachel Kaser,201808,67,Other,-5,10
Richard Nieva,201710,1,CNET,-5,10
Richard Nieva,201711,7,CNET,-7.166666667,10
Richard Nieva,201712,12,CNET,-10.6,10
Richard Nieva,201801,20,CNET,-1.75,10
Richard Nieva,201802,26,CNET,-6.333333333,6.666666667
Richard Nieva,201803,46,CNET,-11.05,10
Richard Nieva,201804,69,CNET,-12.30434783,10
Richard Nieva,201805,75,CNET,-4.333333333,8.333333333
Richard Nieva,201806,91,CNET,-7.6875,10
Richard Nieva,201807,104,CNET,-11.61538462,8.461538462
Richard Nieva,201808,109,CNET,-2.4,10
Rob Logan,201803,38,The Ledger Gazette,-1.736842105,10
Rob Logan,201804,83,The Ledger Gazette,-0.266666667,10
Rob Logan,201805,139,The Ledger Gazette,1.75,10
Rob Logan,201806,163,The Ledger Gazette,1.333333333,10
Rob Logan,201807,175,The Ledger Gazette,0.833333333,10
Rob Price,201711,3,Business Insider,-5,10
Rob Price,201712,10,Business Insider,-3.285714286,10
Rob Price,201801,27,Business Insider,-8.764705882,10
Rob Price,201802,29,Business Insider,-5.5,10
Rob Price,201803,35,Business Insider,-9.333333333,10
Rob Price,201804,86,Business Insider,-12.56862745,10
Rob Price,201805,107,Business Insider,-5.238095238,10
Rob Price,201806,126,Business Insider,-8.157894737,10
Rob Price,201807,161,Business Insider,-14.22857143,10
Rob Price,201808,170,Business Insider,-3.666666667,8.888888889
Rob Thubron,201710,1,Other,0,10
Rob Thubron,201711,7,Other,-3.833333333,10
Rob Thubron,201712,13,Other,-5,10
Rob Thubron,201801,18,Other,-3.6,10
Rob Thubron,201802,20,Other,-3,10
Rob Thubron,201803,29,Other,-8.555555556,10
Rob Thubron,201804,37,Other,-6.875,10
Rob Thubron,201805,44,Other,-4.142857143,10
Rob Thubron,201806,52,Other,-6.5,10
Rob Thubron,201807,54,Other,-5,10
Ryan Nakashima,201712,7,Other,-2,14.28571429
Ryan Nakashima,201803,46,Other,-13.66666667,12.82051282
Ryan Nakashima,201804,64,Other,-22.5,9.444444444
Ryan Nakashima,201807,68,Other,1.5,20
Sabrina I. Pacifici,201710,1,Other,-2,10
Sabrina I. Pacifici,201711,4,Other,-3.333333333,10
Sabrina I. Pacifici,201712,10,Other,-5.333333333,10
Sabrina I. Pacifici,201801,14,Other,-3.75,10
Sabrina I. Pacifici,201802,15,Other,-2,10
Sabrina I. Pacifici,201803,28,Other,-2.846153846,9.230769231
Sabrina I. Pacifici,201804,41,Other,-5.384615385,9.230769231
Sabrina I. Pacifici,201805,46,Other,-6.2,10
Sabrina I. Pacifici,201806,53,Other,-2.285714286,10
Sabrina I. Pacifici,201807,59,Other,-2,10
Sally Masters,201803,44,Stock News Times,-1,10
Sally Masters,201804,75,Stock News Times,-0.580645161,10
Sally Masters,201805,96,Stock News Times,1.761904762,10
Sally Masters,201806,108,Stock News Times,1,10
Saqib Shah,201801,1,Other,1,10
Saqib Shah,201802,9,Other,-15.125,10
Saqib Shah,201803,62,Other,-9.603773585,9.811320755
Saqib Shah,201804,94,Other,-11.28125,10
Saqib Shah,201805,119,Other,-12.08,10
Saqib Shah,201806,136,Other,-6.117647059,10
Saqib Shah,201807,156,Other,-10.35,10
Saqib Shah,201808,171,Other,-5.6,10
Sara Salinas,201711,3,CNBC,-1.333333333,10
Sara Salinas,201712,9,CNBC,-1.333333333,10
Sara Salinas,201801,12,CNBC,-2,10
Sara Salinas,201802,15,CNBC,-5.333333333,10
Sara Salinas,201803,27,CNBC,-7.5,10
Sara Salinas,201804,39,CNBC,-6.25,10
Sara Salinas,201805,53,CNBC,-2.571428571,10
Sara Salinas,201806,61,CNBC,-4.625,10
Sara Salinas,201807,67,CNBC,-6.333333333,10
Sara Salinas,201808,71,CNBC,-6,10
Sarah Frier,201710,6,Bloomberg,-23.33333333,16.66666667
Sarah Frier,201711,9,Bloomberg,-5,23.33333333
Sarah Frier,201712,11,Bloomberg,-11.5,10
Sarah Frier,201801,20,Bloomberg,-8.555555556,23.33333333
Sarah Frier,201802,33,Bloomberg,-9.153846154,25.38461538
Sarah Frier,201803,63,Bloomberg,-10.16666667,18.66666667
Sarah Frier,201804,125,Bloomberg,-9.870967742,11.12903226
Sarah Frier,201805,148,Bloomberg,-3.347826087,15.2173913
Sarah Frier,201806,163,Bloomberg,-3.8,17.33333333
Sarah Frier,201807,184,Bloomberg,-9.238095238,10
Sarah Frier,201808,188,Bloomberg,-4,10
Sarah Perez,201711,4,TechCrunch,-2.75,10
Sarah Perez,201712,11,TechCrunch,-0.285714286,10
Sarah Perez,201801,14,TechCrunch,1.666666667,10
Sarah Perez,201802,21,TechCrunch,-1.285714286,10
Sarah Perez,201803,24,TechCrunch,2.333333333,10
Sarah Perez,201804,31,TechCrunch,-6.142857143,10
Sarah Perez,201805,40,TechCrunch,-3.111111111,10
Sarah Perez,201806,45,TechCrunch,-5.4,10
Sarah Perez,201807,49,TechCrunch,-0.25,10
Sarah Perez,201808,53,TechCrunch,-6.5,10
Sean Keach,201801,22,Other,-4.727272727,10
Sean Keach,201802,39,Other,-0.470588235,10
Sean Keach,201803,83,Other,-12,10
Sean Keach,201804,116,Other,-12.96969697,10
Sean Keach,201805,127,Other,-19.72727273,10
Sean Keach,201806,155,Other,-2.5,10
Sean Keach,201807,167,Other,-21.25,10
Sean Keach,201808,172,Other,-6.6,10
Sebastian Weber,201803,38,The Ledger Gazette,-0.736842105,10
Sebastian Weber,201804,68,The Ledger Gazette,-0.666666667,10
Sebastian Weber,201805,97,The Ledger Gazette,1.586206897,9.655172414
Sebastian Weber,201806,107,The Ledger Gazette,1.1,10
Sebastian Weber,201807,115,The Ledger Gazette,0.375,10
Seung Lee,201803,7,Other,-14.71428571,32.85714286
Seung Lee,201804,26,Other,-6.789473684,22.63157895
Seung Lee,201805,35,Other,-3.111111111,23.33333333
Seung Lee,201806,43,Other,-8.875,30
Seung Lee,201807,51,Other,-10.5,25
Shawn Bailey,201803,49,Stock News Times,-0.755102041,10
Shawn Bailey,201804,90,Stock News Times,0.146341463,10
Shawn Bailey,201805,133,Stock News Times,1.953488372,9.76744186
Shawn Bailey,201806,159,Stock News Times,1.653846154,10
Sheera Frenkel,201711,3,Other,-6,23.33333333
Sheera Frenkel,201801,8,Other,-9.8,10
Sheera Frenkel,201802,12,Other,-20.5,10
Sheera Frenkel,201803,27,Other,-10.66666667,10
Sheera Frenkel,201804,36,Other,-9.666666667,10
Sheera Frenkel,201805,45,Other,-9.222222222,14.44444444
Sheera Frenkel,201806,56,Other,-7.818181818,9.090909091
Sheera Frenkel,201807,66,Other,-19.6,10
Sheera Frenkel,201808,69,Other,-6.333333333,10
Shira Ovide,201711,5,Bloomberg,4.2,34
Shira Ovide,201712,7,Bloomberg,0.5,30
Shira Ovide,201801,25,Bloomberg,-7.555555556,23.33333333
Shira Ovide,201802,30,Bloomberg,-6.2,34
Shira Ovide,201803,38,Bloomberg,-13.625,35
Shira Ovide,201804,50,Bloomberg,-11.83333333,23.33333333
Shira Ovide,201805,55,Bloomberg,-7.8,34
Shira Ovide,201806,64,Bloomberg,-6.666666667,23.33333333
Shira Ovide,201807,72,Bloomberg,-14.625,25
Shona Ghosh,201711,1,Business Insider,-13,10
Shona Ghosh,201712,12,Business Insider,-10.18181818,10
Shona Ghosh,201801,18,Business Insider,-18,10
Shona Ghosh,201802,19,Business Insider,-6,10
Shona Ghosh,201803,38,Business Insider,-9.789473684,10
Shona Ghosh,201804,68,Business Insider,-3.066666667,10
Shona Ghosh,201805,81,Business Insider,-10.07692308,10
Shona Ghosh,201806,87,Business Insider,-6.833333333,10
Shona Ghosh,201807,98,Business Insider,-9.363636364,10
Stan Pace,201803,33,Stock News Times,-1.515151515,10
Stan Pace,201804,49,Stock News Times,-0.5625,10
Stan Pace,201805,82,Stock News Times,1.636363636,10
Stan Pace,201806,108,Stock News Times,1.115384615,10
Stan Pace,201807,109,Stock News Times,0,10
Steven Musil,201710,2,CNET,-8,10
Steven Musil,201712,6,CNET,-3.5,10
Steven Musil,201801,8,CNET,-4.5,10
Steven Musil,201802,13,CNET,-7.4,10
Steven Musil,201803,22,CNET,-11,10
Steven Musil,201804,35,CNET,-9,10
Steven Musil,201805,40,CNET,-17.4,10
Steven Musil,201806,50,CNET,-4.1,10
Steven Musil,201807,55,CNET,-16.8,10
Tatum Peregrin,201803,27,The Ledger Gazette,-1.185185185,10
Tatum Peregrin,201804,59,The Ledger Gazette,0.125,10
Tatum Peregrin,201805,101,The Ledger Gazette,1.428571429,10
Tatum Peregrin,201806,135,The Ledger Gazette,1.382352941,10
Tatum Peregrin,201807,142,The Ledger Gazette,2.428571429,10
Todd Spangler,201710,1,Other,-5,10
Todd Spangler,201711,10,Other,1.222222222,10
Todd Spangler,201712,13,Other,-5,10
Todd Spangler,201801,21,Other,0.75,10
Todd Spangler,201802,24,Other,-5.666666667,10
Todd Spangler,201803,41,Other,-5.529411765,9.411764706
Todd Spangler,201804,61,Other,-3.35,10
Todd Spangler,201805,73,Other,-7.166666667,10
Todd Spangler,201806,84,Other,-0.545454546,10
Todd Spangler,201807,96,Other,-5.083333333,10
Todd Spangler,201808,98,Other,-0.5,10
Tony Romm,201710,5,The Washington Post,-12,10
Tony Romm,201711,11,The Washington Post,-6.666666667,10
Tony Romm,201712,13,The Washington Post,-6.5,10
Tony Romm,201801,20,The Washington Post,-12.42857143,10
Tony Romm,201803,26,The Washington Post,-19.83333333,10
Tony Romm,201804,40,The Washington Post,-15.64285714,10
Tony Romm,201805,64,The Washington Post,-11.5,12.91666667
Tony Romm,201806,85,The Washington Post,-19.76190476,9.047619048
Tony Romm,201807,92,The Washington Post,-15,10
Troy Wolverton,201801,10,Business Insider,-7.3,9
Troy Wolverton,201802,11,Business Insider,-11,10
Troy Wolverton,201803,13,Business Insider,-14,10
Troy Wolverton,201804,41,Business Insider,-7.678571429,10
Troy Wolverton,201805,44,Business Insider,-20.66666667,10
Troy Wolverton,201806,50,Business Insider,-6.5,10
Troy Wolverton,201807,53,Business Insider,-9.666666667,10
Tyler Durden,201711,5,Other,-8.8,10
Tyler Durden,201712,10,Other,-13.8,10
Tyler Durden,201801,20,Other,-7.1,10
Tyler Durden,201802,22,Other,-4,10
Tyler Durden,201803,53,Other,-9.967741935,9.032258065
Tyler Durden,201804,71,Other,-7.111111111,9.444444444
Tyler Durden,201805,82,Other,-7.636363636,10
Tyler Durden,201806,88,Other,-6,10
Tyler Durden,201807,97,Other,-11.66666667,10
Tyler Durden,201808,99,Other,-6,10
Tyler Lee,201710,2,Other,1.5,10
Tyler Lee,201711,8,Other,-2,10
Tyler Lee,201712,24,Other,-1.5,10
Tyler Lee,201801,29,Other,0.8,10
Tyler Lee,201802,38,Other,-1.111111111,10
Tyler Lee,201803,51,Other,-1.615384615,10
Tyler Lee,201804,76,Other,-1.88,10
Tyler Lee,201805,87,Other,0.454545455,10
Tyler Lee,201806,99,Other,-0.416666667,10
Tyler Lee,201807,103,Other,-2.25,10
Tyler Lee,201808,105,Other,0.5,10
Xavier Holt,201803,43,Dispatch Tribunal,-1.372093023,9.76744186
Xavier Holt,201804,56,Dispatch Tribunal,0.615384615,10
Xavier Holt,201805,63,Dispatch Tribunal,1.142857143,10
Xavier Holt,201806,67,Dispatch Tribunal,1.25,10
Xavier Holt,201807,78,Dispatch Tribunal,1.545454545,10
Xavier Holt,201808,80,Dispatch Tribunal,-3.5,10
